as_of_date,target_date,acute_load_7,chronic_load_28,atl_ctl_ratio,days_since_last_hard,streak_length,trained_today,trained_hard_today,trained_days_2,trained_both_days_2,trained_days_7,trained_days_30,moving_time_acute_7,moving_time_chronic_28,today_relative_effort,dow_train_rate,month_train_rate,day_of_week,trained_last_weekend,month,season,days_since_last_long_ride,forecast_temp_high,forecast_temp_low,forecast_precip_probability,forecast_rain_expected,forecast_wind_speed,forecast_temp_high_vs_seasonal,forecast_temp_low_vs_seasonal,forecast_precip_probability_vs_seasonal,forecast_wind_speed_vs_seasonal,forecast_precip_morning,forecast_precip_midday,forecast_precip_evening,will_train_tomorrow,next_day_relative_effort
2025-03-11,2025-03-12,40.38971807028559,34.605425037690054,1.1671498912755918,1,5,1,0,2.0,1,6.0,12.0,4085.2016952337754,2752.852224688557,1.0,0.43478260869565216,0.6363636363636364,2,True,3,1,41,9.8,5.0,87.5,1,16.2,-0.02950819672131111,3.599344262295082,54.26229508196721,2.7154098360655716,75.0,100.0,80.0,0,0.0
2025-03-12,2025-03-13,30.29228855271419,32.21884400060798,0.9402040790831157,2,0,0,0,1.0,0,5.0,12.0,3063.9012714253313,2563.0003471238288,0.0,0.4166666666666667,0.5833333333333334,3,True,3,1,42,8.1,2.2,66.66666666666666,1,21.7,-1.7849180327868837,0.7842622950819671,33.183060109289606,8.12622950819672,100.0,71.42857142857143,40.0,0,0.0
2025-03-13,2025-03-14,22.719216414535644,29.99685475918674,0.7573866192613987,3,0,0,0,0.0,0,5.0,12.0,2856.4259535689985,2540.3106680118403,0.0,0.5,0.5384615384615384,4,True,3,1,43,12.3,-1.2,4.166666666666666,1,16.1,2.315409836065575,-2.622622950819672,-29.057377049180324,2.4691803278688518,0.0,0.0,0.0,1,157.0
2025-03-14,2025-03-15,56.28941231090173,38.75569236200145,1.4524166356034827,0,1,1,1,1.0,0,5.0,12.0,5495.569465176749,3290.1513115972302,157.0,0.375,0.5714285714285714,5,True,3,1,0,8.3,3.7,75.0,1,27.7,-1.7921311475409833,2.281967213114754,42.07650273224044,14.108524590163935,100.0,85.71428571428571,80.0,0,0.0
2025-03-15,2025-03-16,42.2170592331763,36.08288599220824,1.1700022897916946,1,0,0,0,1.0,0,4.0,12.0,4121.677098882562,3063.2443245905247,0.0,0.125,0.5333333333333333,6,True,3,1,1,10.2,2.3,62.5,1,15.1,-0.03180327868852473,0.8393442622950817,30.10928961748634,1.6029508196721292,75.0,85.71428571428571,20.0,0,0.0
2025-03-16,2025-03-17,31.662794424882225,33.59441109619388,0.9425018445544205,2,0,0,0,0.0,0,3.0,12.0,3851.5078241619212,3061.710233239454,0.0,0.3333333333333333,0.5,0,True,3,1,2,7.7,1.1,62.5,1,9.1,-2.6514754098360642,-0.41245901639344273,30.396174863387976,-4.38032786885246,25.0,100.0,100.0,1,61.0
2025-03-17,2025-03-18,38.99709581866167,35.48445171024947,1.0989910774751408,0,1,1,1,1.0,0,3.0,12.0,5310.130868121441,3518.557803360871,61.0,0.125,0.5294117647058824,1,False,3,1,3,10.2,-0.1,20.833333333333336,1,11.1,-0.31967213114754145,-1.6445901639344265,-10.765027322404368,-2.39344262295082,0.0,42.857142857142854,0.0,0,0.0
2025-03-18,2025-03-19,29.24782186399625,33.03724814402537,0.8852983679660856,1,0,0,0,1.0,0,2.0,12.0,4239.098151091081,3346.6572651980523,0.0,0.4166666666666667,0.5,2,False,3,1,4,11.9,2.4,25.0,1,20.8,1.2636065573770487,0.8036065573770492,-6.4344262295081975,7.266557377049182,0.0,14.285714285714285,40.0,0,0.0
2025-03-19,2025-03-20,21.935866397997188,30.75881723754086,0.7131570186393468,2,0,0,0,0.0,0,2.0,12.0,3179.3236133183104,3115.853315874049,0.0,0.4,0.47368421052631576,3,False,3,1,5,8.1,4.2,79.16666666666666,1,24.0,-2.6413114754098377,2.557704918032787,47.78688524590163,10.437704918032788,75.0,71.42857142857143,100.0,1,77.0
2025-03-20,2025-03-21,35.70189979849789,33.94786432460701,1.0516685072474345,0,1,1,1,1.0,0,3.0,13.0,4783.742709988733,3562.828949262045,77.0,0.52,0.5,4,False,3,1,6,9.7,5.3,91.66666666666666,1,22.5,-1.1678688524590157,3.619999999999999,60.46448087431693,8.915409836065576,100.0,85.71428571428571,100.0,0,0.0
2025-03-21,2025-03-22,26.77642484887342,31.60663230222032,0.8471774086159889,1,0,0,0,1.0,0,2.0,13.0,3587.8070324915498,3317.116607933628,0.0,0.36,0.47619047619047616,5,False,3,1,7,11.5,3.7,41.66666666666667,1,14.1,0.510163934426231,1.9662295081967216,10.532786885245912,0.5065573770491802,0.0,57.14285714285714,0.0,0,0.0
2025-03-22,2025-03-23,20.082318636655064,29.426864557239607,0.6824484680517688,2,0,0,0,0.0,0,2.0,13.0,3501.8552743686623,3312.0740832485503,0.0,0.12,0.45454545454545453,6,False,3,1,8,11.1,5.6,100.0,1,25.7,0.037049180327869635,3.8167213114754093,69.49453551912568,12.195409836065572,100.0,100.0,100.0,0,0.0
2025-03-23,2025-03-24,15.061738977491299,27.397425622257565,0.5497501548194805,3,0,0,0,0.0,0,2.0,12.0,2870.1414557764965,3150.8965602658914,0.0,0.36,0.43478260869565216,0,False,3,1,9,14.5,10.1,79.16666666666666,1,23.2,3.342950819672133,8.242295081967212,49.07103825136611,9.759672131147543,100.0,85.71428571428571,80.0,1,3.0
2025-03-24,2025-03-25,12.046304233118473,25.71484454486049,0.4684572061908931,4,1,1,0,1.0,0,2.0,12.0,2585.3560918323724,3052.9726595578986,3.0,0.12,0.4583333333333333,1,False,3,1,10,21.5,7.4,4.166666666666666,1,10.1,10.218032786885246,5.461311475409836,-26.284153005464482,-3.291147540983607,0.0,0.0,0.0,0,0.0
2025-03-25,2025-03-26,9.034728174838854,23.941406990042523,0.3773683049871083,5,0,0,0,1.0,0,2.0,12.0,1939.0170688742792,2842.4228209676985,0.0,0.4,0.44,2,False,3,1,11,26.0,7.5,16.666666666666664,1,14.4,14.58655737704918,5.42983606557377,-13.975409836065577,1.0704918032786885,0.0,0.0,20.0,1,134.0
2025-03-26,2025-03-27,40.27604613112914,31.531654783832693,1.277321041576923,0,1,1,1,1.0,0,3.0,13.0,3577.262801655709,3232.0488333147537,134.0,0.4230769230769231,0.46153846153846156,3,False,3,1,12,16.8,7.0,33.33333333333333,1,18.7,5.267540983606558,4.8039344262295085,2.2540983606557354,5.331147540983606,0.0,0.0,40.0,0,0.0
2025-03-27,2025-03-28,30.20703459834686,29.35705790218906,1.028953061270299,1,0,0,0,1.0,0,2.0,13.0,2682.9471012417816,3009.148913775805,0.0,0.5,0.4444444444444444,4,False,3,1,13,10.2,5.1,87.5,1,22.1,-1.4501639344262287,2.7786885245901636,56.69398907103826,8.824262295081967,100.0,100.0,100.0,1,2.0
2025-03-28,2025-03-29,23.155275948760142,27.470364253762227,0.8429184169113771,2,1,1,0,1.0,0,3.0,14.0,2525.4603259313362,2943.2076093774735,2.0,0.34615384615384615,0.4642857142857143,5,False,3,1,14,12.5,2.7,8.333333333333332,1,13.1,0.7124590163934439,0.2783606557377052,-22.062841530054648,-0.10819672131147584,0.0,14.285714285714285,20.0,0,0.0
2025-03-29,2025-03-30,17.36645696157011,25.57585637419242,0.6790176136230539,3,0,0,0,1.0,0,3.0,14.0,1894.0952444485022,2740.2277742479923,0.0,0.11538461538461539,0.4482758620689655,6,False,3,1,15,17.3,0.5,12.5,1,20.0,5.35704918032787,-2.0311475409836066,-17.554644808743173,6.825901639344261,0.0,0.0,0.0,1,250.0
2025-03-30,2025-03-31,75.52484272117758,41.05338352079984,1.8396740108622873,0,1,1,1,1.0,0,4.0,14.0,7629.321433336377,4264.005169127441,250.0,0.38461538461538464,0.4666666666666667,0,False,3,1,0,11.2,4.4,37.5,1,17.0,-0.8508196721311485,1.7914754098360657,7.759562841530059,3.9003278688524574,0.0,42.857142857142854,60.0,0,0.0
2025-03-31,2025-04-01,56.64363204088318,38.22211569177916,1.4819596198612872,1,0,0,0,1.0,0,3.0,14.0,5721.991075002283,3969.935847118652,0.0,0.11538461538461539,0.5,1,True,4,1,1,9.7,5.0,58.333333333333336,1,8.9,-2.4288524590163956,2.297049180327869,28.784153005464482,-4.115409836065572,100.0,85.71428571428571,20.0,0,0.0
2025-04-01,2025-04-02,42.48272403066239,35.586107713035766,1.1938008048882593,2,0,0,0,0.0,0,3.0,14.0,4291.493306251712,3696.147168007021,0.0,0.4230769230769231,0.0,2,True,4,1,2,11.4,4.3,33.33333333333333,1,14.7,-0.8527868852459033,1.5334426229508198,4.112021857923491,1.738688524590163,0.0,28.57142857142857,40.0,0,0.0
2025-04-02,2025-04-03,31.862043022996794,33.131893387998815,0.9616728706044312,3,0,0,0,0.0,0,2.0,13.0,3218.619979688784,3441.240466765157,0.0,0.4074074074074074,0.0,3,True,4,1,3,12.6,3.4,4.166666666666666,1,9.0,0.21114754098360855,0.5554098360655737,-24.549180327868847,-3.9357377049180347,0.0,14.285714285714285,0.0,0,0.0
2025-04-03,2025-04-04,23.896532267247593,30.84693522330924,0.7746809235424584,4,0,0,0,0.0,0,2.0,13.0,2413.964984766588,3203.9135380227326,0.0,0.5185185185185185,0.0,4,True,4,1,4,17.3,1.0,0.0,0,8.1,4.804262295081969,-1.92327868852459,-28.30601092896175,-4.802622950819673,0.0,0.0,0.0,1,30.0
2025-04-04,2025-04-05,25.422399200435695,30.788525897563776,0.8257101780389983,5,1,1,0,1.0,0,2.0,13.0,2950.723738574941,3297.505707814268,30.0,0.3333333333333333,0.25,5,True,4,1,5,19.9,3.8,0.0,0,10.3,7.311147540983605,0.802295081967213,-28.70218579234973,-2.5931147540983623,0.0,0.0,0.0,1,160.0
2025-04-05,2025-04-06,59.06679940032677,39.69966204255938,1.4878413659291396,0,2,1,1,2.0,1,3.0,14.0,3718.5428039312055,3485.4018658960426,160.0,0.14814814814814814,0.4,6,True,4,1,6,11.9,7.1,58.333333333333336,1,9.7,-0.76655737704918,3.9822950819672123,29.01639344262295,-3.229508196721312,75.0,42.857142857142854,100.0,0,0.0
2025-04-06,2025-04-07,44.30009955024508,36.96175431548632,1.198538878109585,1,0,0,0,1.0,0,2.0,13.0,2788.907102948404,3245.0293234204532,0.0,0.37037037037037035,0.3333333333333333,0,True,4,1,7,13.6,6.9,87.5,1,21.1,0.8511475409836073,3.673114754098361,57.6775956284153,8.076393442622951,100.0,100.0,60.0,0,0.0
2025-04-07,2025-04-08,33.22507466268381,34.41266781097002,0.965489651810499,2,0,0,0,0.0,0,2.0,12.0,2091.680327211303,3021.2341976673183,0.0,0.1111111111111111,0.2857142857142857,1,True,4,1,8,11.6,6.3,79.16666666666666,1,24.9,-1.2540983606557372,2.9803278688524584,49.65846994535518,11.851803278688523,75.0,100.0,80.0,0,0.0
2025-04-08,2025-04-09,24.918805997012857,32.03938037573071,0.7777555528473463,3,0,0,0,0.0,0,2.0,11.0,1837.5102454084772,2887.0111495523306,0.0,0.4074074074074074,0.25,2,True,4,1,9,15.1,4.1,0.0,0,11.2,2.12688524590164,0.6839344262295075,-29.48087431693989,-1.8622950819672148,0.0,0.0,0.0,1,45.0
2025-04-09,2025-04-10,29.939104497759644,32.93321621188721,0.9090853533750266,0,1,1,1,1.0,0,3.0,11.0,3784.132684056358,3351.6310702728592,45.0,0.39285714285714285,0.3333333333333333,3,True,4,1,0,20.2,5.6,37.5,1,26.4,7.052131147540981,2.0960655737704914,8.224043715846996,13.348196721311474,0.0,28.57142857142857,100.0,0,0.0
2025-04-10,2025-04-11,22.454328373319733,30.661959921412233,0.7323187568854381,1,0,0,0,1.0,0,3.0,10.0,2838.0995130422684,3120.4840999092135,0.0,0.5357142857142857,0.3,4,True,4,1,1,11.7,4.8,8.333333333333332,1,14.5,-1.642622950819673,1.2022950819672125,-20.65573770491803,1.4711475409836066,0.0,14.285714285714285,20.0,0,0.0
2025-04-11,2025-04-12,16.8407462799898,28.547341995797595,0.589923443046603,2,0,0,0,0.0,0,2.0,10.0,2128.574634781701,2905.2782999154747,0.0,0.35714285714285715,0.2727272727272727,5,True,4,1,2,11.7,5.1,41.66666666666667,1,13.7,-1.8088524590163928,1.385245901639344,12.800546448087438,0.6262295081967206,50.0,71.42857142857143,0.0,1,4.0
2025-04-12,2025-04-13,13.630559709992351,26.85442185815638,0.5075722643365118,3,1,1,0,1.0,0,2.0,11.0,2194.430976086276,2869.8797964730284,4.0,0.14285714285714285,0.3333333333333333,6,True,4,1,3,14.9,1.0,0.0,0,11.7,1.2190163934426206,-2.819672131147541,-28.592896174863384,-1.353442622950821,0.0,0.0,0.0,1,269.0
2025-04-13,2025-04-14,77.47291978249426,43.554116902421455,1.7787737484395427,0,2,1,1,2.0,1,3.0,11.0,5343.573232064708,3692.026017405923,269.0,0.35714285714285715,0.38461538461538464,0,True,4,1,0,19.0,1.9,0.0,0,14.0,5.111475409836066,-2.0285245901639346,-28.2103825136612,0.942622950819672,0.0,0.0,0.0,1,2.0
2025-04-14,2025-04-15,58.60468983687069,40.688315736737216,1.4403321635640203,1,3,1,0,2.0,1,4.0,12.0,4345.429924048531,3530.5759472399973,2.0,0.10714285714285714,0.42857142857142855,1,True,4,1,1,17.4,4.7,0.0,0,12.3,3.3147540983606536,0.6265573770491804,-28.22404371584699,-0.7295081967213104,0.0,0.0,0.0,0,0.0
2025-04-15,2025-04-16,43.953517377653014,37.882224996272576,1.1602675762043497,2,0,0,0,1.0,0,4.0,12.0,3259.072443036398,3287.087950878618,0.0,0.42857142857142855,0.4,2,True,4,1,2,15.9,5.2,0.0,0,18.7,1.667213114754098,0.956393442622951,-28.346994535519123,5.650819672131146,0.0,0.0,0.0,1,2.0
2025-04-16,2025-04-17,33.46513803323976,35.40758878963309,0.9451402701287004,3,1,1,0,1.0,0,4.0,12.0,2768.8043322772983,3149.9094715076785,2.0,0.3793103448275862,0.4375,3,True,4,1,3,17.2,1.8,0.0,0,12.1,2.8999999999999986,-2.585245901639344,-28.620218579234972,-1.0275409836065563,0.0,0.0,0.0,1,79.0
2025-04-17,2025-04-18,44.84885352492982,38.413961976554944,1.1675143936546368,0,2,1,1,2.0,1,5.0,13.0,4333.353249207974,3555.2260596795627,79.0,0.5172413793103449,0.47058823529411764,4,True,4,1,0,20.3,3.5,0.0,0,13.4,5.952786885245903,-0.9977049180327864,-29.098360655737704,0.19049180327868953,0.0,0.0,0.0,1,219.0
2025-04-18,2025-04-19,88.38664014369736,50.86817149541322,1.7375627537873497,0,3,1,1,2.0,1,6.0,14.0,6149.76493690598,4109.969090046489,219.0,0.3793103448275862,0.5,5,True,4,1,0,14.2,8.6,50.0,1,9.8,-0.18393442622950928,4.019672131147541,20.80601092896175,-3.395409836065575,25.0,57.14285714285714,20.0,0,0.0
2025-04-19,2025-04-20,66.28998010777302,47.36002173710886,1.3997033294398096,1,0,0,0,1.0,0,5.0,13.0,4782.323702679485,3873.4194976294903,0.0,0.1724137931034483,0.47368421052631576,6,True,4,1,1,10.9,6.6,70.83333333333334,1,12.4,-3.570819672131149,1.9445901639344259,41.99453551912569,-0.7750819672131151,25.0,100.0,100.0,1,29.0
2025-04-20,2025-04-21,56.96748508082976,46.09381334144618,1.2359030627133274,2,1,1,0,1.0,0,5.0,14.0,4986.242777009614,3992.35608399987,29.0,0.3793103448275862,0.5,0,True,4,1,2,12.8,5.4,50.0,1,13.9,-1.7622950819672116,0.6796721311475409,21.379781420765024,0.7026229508196717,25.0,71.42857142857143,20.0,1,103.0
2025-04-21,2025-04-22,68.47561381062232,50.018377938587825,1.3690090849146717,0,2,1,1,2.0,1,5.0,15.0,5801.93208275721,4285.9177333791895,103.0,0.10344827586206896,0.5238095238095238,1,True,4,1,0,14.2,3.0,0.0,0,11.4,-0.3904918032786906,-1.7708196721311475,-28.688524590163933,-1.8131147540983594,0.0,0.0,0.0,0,0.0
2025-04-22,2025-04-23,51.35671035796674,46.56883463247832,1.102812873959041,1,0,0,0,1.0,0,5.0,15.0,4351.449062067908,3990.3372000426934,0.0,0.4482758620689655,0.5,2,True,4,1,1,17.2,2.4,0.0,0,10.7,2.5380327868852426,-2.457377049180328,-28.661202185792355,-2.527540983606558,0.0,0.0,0.0,1,44.0
2025-04-23,2025-04-24,49.51753276847506,46.39167362334189,1.0673797451351357,0,1,1,1,1.0,0,5.0,15.0,5548.5867965509315,4345.486358660439,44.0,0.4,0.5217391304347826,3,True,4,1,2,20.5,3.1,0.0,0,11.7,5.724918032786887,-1.8344262295081966,-28.142076502732237,-1.4832786885245905,0.0,0.0,0.0,0,0.0
2025-04-24,2025-04-25,37.13814957635629,43.19224785621486,0.8598336835810814,1,0,0,0,1.0,0,4.0,15.0,4161.440097413199,4045.7976442700638,0.0,0.5333333333333333,0.5,4,True,4,1,3,20.2,3.8,0.0,0,11.8,5.301311475409834,-1.2226229508196722,-27.855191256830604,-1.3826229508196715,0.0,0.0,0.0,0,0.0
2025-04-25,2025-04-26,27.85361218226722,40.213472141993144,0.692643800662538,2,0,0,0,0.0,0,3.0,14.0,3121.080073059899,3766.7771170790247,0.0,0.36666666666666664,0.48,5,True,4,1,4,18.0,6.5,0.0,0,8.7,2.9626229508196698,1.378032786885246,-27.74590163934426,-4.50655737704918,0.0,0.0,0.0,0,0.0
2025-04-26,2025-04-27,20.890209136700413,37.44012923564879,0.5579630616448221,3,0,0,0,0.0,0,3.0,14.0,2340.8100547949243,3506.999384866678,0.0,0.2,0.46153846153846156,6,True,4,1,5,14.7,7.6,0.0,0,11.8,-0.4081967213114783,2.372786885245901,-28.07377049180328,-1.442295081967215,0.0,0.0,0.0,0,0.0
2025-04-27,2025-04-28,15.66765685252531,34.858051357328186,0.44947024410277336,4,0,0,0,0.0,0,2.0,13.0,1755.6075410961932,3265.1373583241484,0.0,0.4,0.4444444444444444,0,True,4,1,6,13.7,8.3,29.166666666666668,1,14.4,-1.523606557377052,3.0124590163934437,1.584699453551913,1.25049180327869,0.0,14.285714285714285,60.0,0,0.0
2025-04-28,2025-04-29,11.750742639393982,32.45404781544348,0.3620732521939008,5,0,0,0,0.0,0,1.0,13.0,1316.705655822145,3039.9554715431727,0.0,0.1,0.42857142857142855,1,False,4,1,7,13.1,8.5,54.166666666666664,1,13.8,-2.2386885245901613,3.1311475409836067,26.47540983606557,0.6770491803278702,50.0,85.71428571428571,0.0,0,0.0
2025-04-29,2025-04-30,8.813056979545486,30.215837621274964,0.2916701198228645,6,0,0,0,0.0,0,1.0,12.0,987.5292418666088,2830.3033700574365,0.0,0.4666666666666667,0.41379310344827586,2,False,4,1,8,15.1,6.8,4.166666666666666,1,8.3,-0.3337704918032802,1.3403278688524596,-23.442622950819676,-4.790819672131146,0.0,14.285714285714285,0.0,0,0.0
2025-04-30,2025-05-01,6.6097927346591145,28.131986750842206,0.2349564854128631,7,0,0,0,0.0,0,0.0,12.0,740.6469313999567,2635.110034191406,0.0,0.3870967741935484,0.5,3,False,5,1,9,22.2,4.4,0.0,0,8.4,6.651475409836065,-1.1698360655737696,-27.281420765027324,-4.677049180327868,0.0,0.0,0.0,1,232.0
2025-05-01,2025-05-02,62.957344550994335,42.19184973354274,1.4921683914925143,0,1,1,1,1.0,0,1.0,13.0,3275.735198549967,3203.7921007988953,232.0,0.5161290322580645,1.0,4,False,5,1,0,20.6,8.7,4.166666666666666,1,16.1,4.896065573770494,3.0308196721311473,-23.032786885245898,3.0668852459016414,0.0,0.0,20.0,1,35.0
2025-05-02,2025-05-03,55.968008413245755,41.695860096746685,1.342291735519629,1,2,1,0,2.0,1,2.0,14.0,5028.551398912476,3692.289197295523,35.0,0.3548387096774194,1.0,5,False,5,1,0,13.3,7.1,50.0,1,11.5,-2.5704918032786885,1.3085245901639349,23.237704918032783,-1.5406557377049186,75.0,14.285714285714285,60.0,0,0.0
2025-05-03,2025-05-04,41.97600630993432,38.82028353835036,1.0812905647241458,2,0,0,0,1.0,0,2.0,14.0,3771.4135491843567,3437.64856299928,0.0,0.1935483870967742,0.6666666666666666,6,False,5,1,1,14.3,5.8,12.5,1,14.2,-1.6832786885245916,-0.12196721311475489,-14.357923497267759,1.1281967213114754,0.0,42.857142857142854,0.0,1,180.0
2025-05-04,2025-05-05,76.48200473245075,48.5568157081193,1.5751033838831818,0,1,1,1,1.0,0,3.0,14.0,6473.560161888267,4206.086593137261,180.0,0.3870967741935484,0.75,0,False,5,1,0,18.7,2.6,0.0,0,10.4,2.5606557377049164,-3.4491803278688526,-26.543715846994537,-2.630819672131146,0.0,0.0,0.0,0,0.0
2025-05-05,2025-05-06,57.36150354933806,45.20806979721452,1.268833281461452,1,0,0,0,1.0,0,3.0,13.0,4855.1701214162,3916.0116556795188,0.0,0.0967741935483871,0.6,1,True,5,1,1,24.2,5.7,0.0,0,12.1,7.9455737704918015,-0.49639344262295104,-27.103825136612027,-0.9829508196721299,0.0,0.0,0.0,0,0.0
2025-05-06,2025-05-07,43.02112766200354,42.09027188016524,1.0221156989550586,2,0,0,0,0.0,0,3.0,13.0,3641.3775910621503,3645.9418863223104,0.0,0.45161290322580644,0.5,2,True,5,1,2,16.7,8.3,20.833333333333336,1,15.3,0.35836065573770526,1.9918032786885256,-6.311475409836067,2.242295081967214,0.0,0.0,40.0,1,101.0
2025-05-07,2025-05-08,57.515845746502656,46.15301175049867,1.2461991875509881,0,1,1,1,1.0,0,4.0,14.0,4890.283193296613,3990.152790713875,101.0,0.40625,0.5714285714285714,3,True,5,1,3,15.3,6.4,0.0,0,12.7,-1.1688524590163922,0.028852459016394327,-27.11748633879781,-0.3393442622950822,0.0,0.0,0.0,1,87.0
2025-05-08,2025-05-09,64.88688430987699,48.97004542287807,1.3250321446416875,0,2,1,1,2.0,1,4.0,15.0,5964.962394972459,4348.693977561194,87.0,0.53125,0.625,4,True,5,1,4,19.3,4.8,0.0,0,9.7,2.6819672131147563,-1.6645901639344265,-26.939890710382517,-3.2668852459016406,0.0,0.0,0.0,0,0.0
2025-05-09,2025-05-10,48.66516323240774,45.59280091095545,1.067387005405804,1,0,0,0,1.0,0,3.0,14.0,6587.971796229344,4632.025427384559,0.0,0.34375,0.5555555555555556,5,True,5,1,5,16.4,7.5,0.0,0,13.0,-0.333770491803282,0.9144262295081962,-26.734972677595632,0.0986885245901643,0.0,0.0,0.0,1,89.0
2025-05-10,2025-05-11,58.74887242430581,48.586400848130936,1.2091628809456425,0,1,1,1,1.0,0,4.0,15.0,5580.2288471720085,4488.920225495968,89.0,0.21875,0.6,6,True,5,1,6,15.0,8.7,29.166666666666668,1,14.3,-1.861967213114756,1.9885245901639337,2.459016393442621,1.4780327868852474,0.0,28.57142857142857,80.0,1,4.0
2025-05-11,2025-05-12,45.06165431822936,45.51147665170811,0.990116287877865,1,2,1,0,2.0,1,4.0,16.0,4812.671635379006,4352.442968565212,4.0,0.375,0.6363636363636364,0,True,5,1,7,16.5,6.0,16.666666666666664,1,11.5,-0.4842622950819653,-0.8731147540983608,-10.05464480874317,-1.2918032786885245,25.0,42.857142857142854,0.0,0,0.0
2025-05-12,2025-05-13,33.79624073867202,42.372754124004096,0.797593676346058,2,0,0,0,1.0,0,4.0,15.0,3609.5037265342544,4052.274487974508,0.0,0.09375,0.5833333333333334,1,True,5,1,8,16.3,8.4,4.166666666666666,1,13.2,-0.8281967213114747,1.369180327868854,-22.786885245901637,0.44426229508196613,0.0,14.285714285714285,0.0,1,11.0
2025-05-13,2025-05-14,28.097180554004012,40.20911590855554,0.6987763823980423,3,1,1,0,1.0,0,5.0,15.0,2929.377794900691,3834.1176267348865,11.0,0.46875,0.6153846153846154,2,True,5,1,9,14.8,9.4,58.333333333333336,1,13.4,-2.3934426229508183,2.210819672131147,30.710382513661205,0.6724590163934447,100.0,100.0,20.0,1,68.0
2025-05-14,2025-05-15,38.07288541550301,42.12572860451723,0.9037917367064928,0,2,1,1,2.0,1,5.0,15.0,4316.783346175518,4154.454342132481,68.0,0.42424242424242425,0.6428571428571429,3,True,5,1,10,12.3,7.0,50.0,1,13.0,-4.9465573770491815,-0.33803278688524596,21.92622950819672,0.22688524590163794,0.0,28.57142857142857,100.0,1,39.0
2025-05-15,2025-05-16,38.30466406162726,41.91016111455052,0.9139708138303603,1,3,1,0,2.0,1,5.0,16.0,5591.087509631639,4517.181628881965,39.0,0.5151515151515151,0.6666666666666666,4,True,5,1,0,13.9,7.9,45.83333333333333,1,10.0,-3.3963934426229496,0.4449180327868847,17.499999999999996,-2.8111475409836046,75.0,28.57142857142857,40.0,1,96.0
2025-05-16,2025-05-17,52.728498046220444,45.64049483078841,1.1553007530201134,0,4,1,1,2.0,1,6.0,16.0,6335.315632223729,4796.548413097001,96.0,0.36363636363636365,0.6875,5,True,5,1,1,13.7,8.8,100.0,1,14.7,-3.6613114754098355,1.233114754098363,71.54371584699453,1.8901639344262282,100.0,100.0,100.0,1,4.0
2025-05-17,2025-05-18,40.546373534665335,42.768736566596104,0.9480376740035263,1,5,1,0,2.0,1,6.0,16.0,5411.486724167797,4647.82093633169,4.0,0.24242424242424243,0.7058823529411765,6,True,5,1,2,14.5,7.1,33.33333333333333,1,17.0,-2.8822950819672144,-0.5767213114754108,4.617486338797814,4.226229508196722,0.0,57.14285714285714,0.0,1,12.0
2025-05-18,2025-05-19,33.409780150999,40.646754734417065,0.8219544307853374,2,6,1,0,2.0,1,6.0,16.0,4748.8650431258475,4517.695354515711,12.0,0.36363636363636365,0.7222222222222222,0,True,5,1,3,15.0,7.4,41.66666666666667,1,22.2,-2.418032786885245,-0.3816393442622932,12.759562841530055,9.48,100.0,42.857142857142854,40.0,1,18.0
2025-05-19,2025-05-20,29.55733511324925,39.084909580319334,0.7562339386383649,3,7,1,0,2.0,1,7.0,17.0,4174.148782344386,4375.095674893938,18.0,0.12121212121212122,0.7368421052631579,1,True,5,1,4,14.2,7.4,50.0,1,17.2,-3.3029508196721302,-0.47704918032786825,21.243169398907103,4.519344262295082,0.0,85.71428571428571,80.0,1,75.0
2025-05-20,2025-05-21,40.91800133493693,41.56181236788352,0.9845095534514254,0,8,1,1,2.0,1,7.0,17.0,5185.111586758289,4640.123559384011,75.0,0.48484848484848486,0.75,2,True,5,1,5,16.5,8.1,37.5,1,12.2,-1.1045901639344287,0.1088524590163944,8.538251366120221,-0.4226229508196724,100.0,42.857142857142854,0.0,1,87.0
2025-05-21,2025-05-22,52.438501001202695,44.69548048044327,1.1732394514507438,0,9,1,1,2.0,1,7.0,17.0,6007.583690068717,4904.597796667872,87.0,0.4411764705882353,0.7619047619047619,3,True,5,1,6,18.6,7.4,12.5,1,11.8,0.8563934426229558,-0.698688524590164,-16.215846994535514,-0.7468852459016393,75.0,0.0,0.0,1,18.0
2025-05-22,2025-05-23,43.82887575090202,42.854412861102354,1.0227389158955007,1,10,1,0,2.0,1,7.0,18.0,6613.937767551538,5147.935879656295,18.0,0.5294117647058824,0.7727272727272727,4,True,5,1,0,17.7,6.7,4.166666666666666,1,13.0,-0.19081967213114837,-1.5098360655737695,-24.48087431693989,0.4524590163934423,0.0,14.285714285714285,0.0,0,0.0
2025-05-23,2025-05-24,32.871656813176514,39.89893611206081,0.8238730155824866,2,0,0,0,1.0,0,6.0,17.0,4960.453325663653,4792.9058189903435,0.0,0.38235294117647056,0.7391304347826086,5,True,5,1,1,21.8,6.4,0.0,0,10.3,3.7534426229508213,-1.9009836065573769,-28.15573770491803,-2.214098360655738,0.0,0.0,0.0,0,0.0
2025-05-24,2025-05-25,24.653742609882386,37.147285345711786,0.6636754847747809,3,0,0,0,0.0,0,5.0,17.0,3720.33999424774,4462.360590094458,0.0,0.2647058823529412,0.7083333333333334,6,True,5,1,2,19.9,9.6,0.0,0,11.8,1.7167213114754105,1.2052459016393442,-27.37704918032787,-0.7186885245901617,0.0,0.0,0.0,0,0.0
